,Deal Number,Acquiror name,Acquiror country code,Target name,Target country code,Deal type,Deal status,Deal value th USD,Last deal status date,Acquired stake (%),Initial stake (%),Final stake (%),Target primary NAICS 2017 code,Acquiror primary NAICS 2017 code,Acquiror ticker symbol,Target ticker symbol,Announced date,Deal method of payment,Target listed,Deal method of payment value th USD
3314.,2007629188,RIOT PLATFORMS INC.,US,BLOCK MINING INC.,US,Acquisition 100%,Completed,"92,500.00",23.07.2024,100.00000,0.00000,100.00000,523130,518210,RIOT,,23.07.2024,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
3315.,1941637547,CONVEY HEALTH SOLUTIONS HOLDINGS INC.,US,HEALTHSMART INTERNATIONAL,US,Acquisition 100%,Completed,"92,500.00",01.02.2022,100.00000,0.00000,100.00000,339112,518210,CNVY,,10.01.2022,Earn-out,Unlisted,"15,000"
,,,,,,,,,,,,,,,,,,Cash,,"92,500"
3316.,2008489528,REVOLUTION RESOURCES III LLC,US,AMPLIFY ENERGY CORPORATION'S ASSETS IN OKLAHOMA,US,Acquisition 100%,Completed,"92,500.00",29.12.2025,100.00000,0.00000,100.00000,211120,211120,,,05.11.2025,,Unlisted,n.a.
3317.,2008488898,REVOLUTION RESOURCES III LLC,US,AMPLIFY ENERGY CORPORATION'S ASSETS IN OKLAHOMA,US,Acquisition 100%,Completed,"92,500.00",29.12.2025,100.00000,0.00000,100.00000,211120,211120,,,05.11.2025,,Unlisted,n.a.
3318.,1941162687,MEREO US HOLDINGS INC.,US,ONCOMED PHARMACEUTICALS INC.,US,Acquisition 100%,Completed,"92,400.00",23.04.2019,100.00000,0.00000,100.00000,541713,551112,,OMED,05.12.2018,Cash,Delisted,"35,000"
,,,,,,,,,,,,,,,,,,Shares,,"57,400"
,,,,,,,,,,,,,,,,,,Earn-out,,n.a.
3319.,2008366619,MORGAN STANLEY REAL ESTATE FUND INC.,US,"INDUSTRIAL OUTDOOR STORAGE IN FONTANA, CALIFORNIA",US,Acquisition 100%,Completed,"92,000.00",06.11.2025,100.00000,0.00000,100.00000,493110,523110,,,06.11.2025,,Unlisted,n.a.
3320.,2007839745,STACK’S-BOWERS NUMISMATICS LLC,US,SPECTRUM GROUP INTERNATIONAL INC.,US,Acquisition 100%,Completed,"92,000.00",05.03.2025,100.00000,Unknown %,Unknown %,561990,454110,,SPGZ,03.02.2025,Cash,Delisted,"46,000"
,,,,,,,,,,,,,,,,,,Shares,,"46,000"
3321.,2007454893,FORTUNE BRANDS INNOVATIONS INC.,US,SPRINGWELL WATER FILTER SYSTEMS,US,Acquisition 100%,Completed,"92,000.00",29.02.2024,100.00000,0.00000,100.00000,221310,337110,FBIN,,29.02.2024,,Unlisted,n.a.
3322.,1941730293,PACIFIC ARCHITECTS AND ENGINEERS LLC,US,METIS SOLUTIONS LLC,US,Acquisition 100%,Completed,"92,000.00",23.11.2020,100.00000,0.00000,100.00000,928110,541330,,,16.11.2020,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"92,000"
3323.,1941664276,ACRI CAPITAL MERGER SUB I INC.,US,FOXX DEVELOPMENT INC.,US,Acquisition 100%,Completed,"92,000.00",27.09.2024,100.00000,0.00000,100.00000,517919,525990,,,18.02.2024,Shares,Unlisted,"92,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"42,000"
3324.,1941309399,PGT INNOVATIONS INC.,US,NEWSOUTH WINDOW SOLUTIONS LLC,US,Acquisition 100%,Completed,"92,000.00",03.02.2020,100.00000,0.00000,100.00000,326199,332321,PGTI,,10.12.2019,Cash,Unlisted,"92,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3325.,1941259943,RCI LLC,US,ALLIANCE RESERVATIONS NETWORK LLC,US,Acquisition 100%,Completed,"92,000.00",08.08.2019,100.00000,0.00000,100.00000,518210,561599,,,08.08.2019,Deferred payment,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"67,000"
,,,,,,,,,,,,,,,,,,Third party shares,,"25,000"
3326.,2007022761,QUANEX BUILDING PRODUCTS CORPORATION,US,LMI CUSTOM MIXING LLC'S ASSETS,US,Acquisition 100%,Completed,"92,000.00",01.11.2024,100.00000,0.00000,100.00000,325211,332321,NX,,01.11.2022,Cash,Unlisted,"92,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3327.,2007027545,ATKORE INC.,US,ELITE POLYMER SOLUTIONS LLC'S ASSETS,US,Acquisition 100%,Completed,"91,600.00",08.11.2022,100.00000,0.00000,100.00000,326191,331210,ATKR,,08.11.2022,,Unlisted,n.a.
3328.,1941664245,ARIZONA FEDERAL CREDIT UNION,US,HORIZON COMMUNITY BANK,US,Acquisition 100%,Completed,"91,400.00",01.10.2022,100.00000,0.00000,100.00000,522110,522130,,,10.03.2022,Cash,Unlisted,"91,400"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
3329.,1941516987,OMNI CABLE LLC,US,HOUSTON WIRE & CABLE COMPANY,US,Acquisition 100%,Completed,"91,000.00",15.06.2021,100.00000,0.00000,100.00000,423610,423690,,HWCC,25.03.2021,Cash,Delisted,"91,000"
3330.,1941271420,FIRST COMMUNITY BANCSHARES INC.,US,HIGHLANDS BANKSHARES INC.,US,Acquisition 100%,Completed,"91,000.00",31.12.2019,100.00000,0.00000,100.00000,522110,522110,FCBC,HLND,11.09.2019,Shares,Delisted,"91,000"
3331.,1941350183,SUPERCONDUCTOR TECHNOLOGIES INC.,US,ALLIED INTEGRAL UNITED INC.,US,Acquisition 100%,Completed,"90,917.00",10.09.2021,100.00000,0.00000,100.00000,623110,335931,CLRD,,03.03.2020,Shares,Unlisted,"90,917"
3332.,2007735492,INVO BIOSCIENCE INC.,US,NAYA BIOSCIENCES INC.,US,Acquisition 100%,Completed,"90,750.00",11.10.2024,100.00000,0.00000,100.00000,325414,541715,NAYA,,26.10.2023,Shares,Unlisted,"90,750"
3333.,2008440350,RANGER ENERGY SERVICES INC.,US,AMERICAN WELL SERVICES LLC,US,Acquisition 100%,Completed,"90,500.00",10.11.2025,100.00000,0.00000,100.00000,213112,213112,RNGR,,10.11.2025,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"5,000"
3334.,2008377881,RANGER ENERGY SERVICES INC.,US,AMERICAN WELL INTERMEDIATE HOLDINGS LLC,US,Acquisition 100%,Completed,"90,500.00",10.11.2025,100.00000,0.00000,100.00000,423830,213112,RNGR,,10.11.2025,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"5,000"
3335.,2007039893,NEXTGEN HEALTHCARE INC.,US,TSI HEALTHCARE INC.,US,Acquisition 100%,Completed,"90,500.00",30.11.2024,100.00000,0.00000,100.00000,541512,518210,NXGN,,30.11.2022,Earn-out,Unlisted,"22,000"
,,,,,,,,,,,,,,,,,,Cash,,"90,500"
3336.,2007121999,FIRST MID BANCSHARES INC.,US,BLACKHAWK BANCORP INC.,US,Acquisition 100%,Completed,"90,300.00",15.08.2023,100.00000,0.00000,100.00000,522110,522110,FMBH,BHWB,21.03.2023,Shares,Delisted,"90,300"
3337.,2007247293,ZEVRA THERAPEUTICS INC.,US,ACER THERAPEUTICS INC.,US,Acquisition 100%,Completed,"90,287.00",17.11.2023,100.00000,0.00000,100.00000,541715,541713,ZVRA,ACER,31.08.2023,Earn-out,Delisted,"76,000"
,,,,,,,,,,,,,,,,,,Shares,,"14,287"
,,,,,,,,,,,,,,,,,,Cash,,"76,000"
3338.,2008445099,WONDER GROUP INC.,US,TASTEMADE INC.,US,Acquisition 100%,Completed,"90,000.00",12.03.2025,100.00000,0.00000,100.00000,518210,511210,,,12.03.2025,,Unlisted,n.a.
3339.,2007925033,SELECT WATER SOLUTIONS INC.,US,TRI STATE WATER LOGISTICS LLC'S SALTWATER DISPOSAL ASSETS IN TEXAS,US,Acquisition 100%,Completed,"90,000.00",30.01.2024,100.00000,0.00000,100.00000,221310,221310,WTTR,,30.01.2024,Cash,Unlisted,"90,000"
,,,,IRON MOUNTAIN ENERGY LLC'S SALTWATER DISPOSAL ASSETS IN TEXAS,US,,,,,100.00000,0.00000,100.00000,221310,,,,,,Unlisted,
3340.,2007918262,KARMAN HOLDINGS INC.,US,METAL TECHNOLOGY INC.,US,Acquisition 100%,Completed,"90,000.00",04.04.2025,100.00000,0.00000,100.00000,333517,336419,KRMN,,04.04.2025,Cash,Unlisted,"90,000"
3341.,2007880816,WONDER GROUP INC.,US,TASTEMADE INC.,US,Acquisition 100%,Completed,"90,000.00",12.03.2025,100.00000,0.00000,100.00000,518210,511210,,,12.03.2025,,Unlisted,n.a.
3342.,2007877219,SUMMIT MIDSTREAM HOLDINGS LLC,US,MOONRISE MIDSTREAM LLC,US,Acquisition 100%,Completed,"90,000.00",10.03.2025,100.00000,0.00000,100.00000,211120,211120,,,10.03.2025,Third party shares,Unlisted,"20,000"
,,,,,,,,,,,,,,,,,,Cash,,"70,000"
3343.,2007819836,PLAINS PIPELINE LP,US,MIDWAY PIPELINE LLC,US,Acquisition increased from 50% to 100%,Completed,"90,000.00",23.12.2024,50.00000,50.00000,100.00000,486210,486110,,,23.12.2024,Cash,Unlisted,"90,000"
3344.,2007124906,PETRODOME OPERATING LLC,US,UNDISCLOSED PRODUCING OIL AND GAS ASSETS IN TEXAS AND LOUISIANA,US,Acquisition 100%,Completed,"90,000.00",02.01.2019,100.00000,0.00000,100.00000,211120,211120,,,02.01.2019,,Unlisted,n.a.
3345.,1941679611,BREX INC.,US,PRY FINANCIALS INC.,US,Acquisition 100%,Completed,"90,000.00",19.04.2022,100.00000,0.00000,100.00000,518210,518210,,,19.04.2022,,Unlisted,n.a.
3346.,1941624091,LATHAM GROUP INC.,US,RADIANT POOLS,US,Acquisition 100%,Completed,"90,000.00",30.11.2021,100.00000,0.00000,100.00000,326199,326199,SWIM,,30.11.2021,Cash,Unlisted,"90,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3347.,1941622659,PROS HOLDINGS INC.,US,EVERYMUNDO LLC,US,Acquisition 100%,Completed,"90,000.00",30.11.2021,100.00000,0.00000,100.00000,511210,518210,PRO,,30.11.2021,Deferred payment,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"80,000"
,,,,,,,,,,,,,,,,,,Shares,,"10,000"
3348.,1941610293,LIBERTY OILFIELD SERVICES INC.,US,PROPPANT EXPRESS INVESTMENTS LLC,US,Acquisition 100%,Completed,"90,000.00",26.10.2021,100.00000,0.00000,100.00000,332439,213112,LBRT,,26.10.2021,Shares,Unlisted,"76,500"
,,,,,,,,,,,,,,,,,,Cash,,"13,500"
3349.,1941559051,LSI FRESH SUBSIDIARY INC.,US,JSI HOLDING CORPORATION,US,Acquisition 100%,Completed,"90,000.00",21.05.2021,100.00000,0.00000,100.00000,337215,523910,,,21.05.2021,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"90,000"
3350.,1941504460,EAB GLOBAL INC.,US,HOBSONS INC.'S STARFISH BUSINESS,US,Acquisition 100%,Completed,"90,000.00",04.03.2021,100.00000,0.00000,100.00000,518210,518210,,,18.02.2021,,Unlisted,n.a.
3351.,1941494207,BALLY'S CORPORATION,US,MONKEY KNIFE FIGHT INC.,US,Acquisition 100%,Completed,"90,000.00",23.03.2021,100.00000,0.00000,100.00000,518210,721120,BALY,,25.01.2021,Shares,Unlisted,"90,000"
,,,,,,,,,,,,,,,,,,Deferred payment,,n.a.
3352.,1941400056,LEMAITRE VASCULAR INC.,US,ARTEGRAFT INC.,US,Acquisition unknown stake %,Completed,"90,000.00",22.06.2020,Unknown %,Unknown %,Unknown %,325412,339112,LMAT,,22.06.2020,Deferred payment,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"90,000"
3353.,2007164194,BOWLERO CORPORATION,US,LUCKY STRIKE ENTERTAINMENT LLC'S ASSETS,US,Acquisition 100%,Completed,"90,000.00",18.09.2023,100.00000,0.00000,100.00000,713950,713950,LUCK,,31.05.2023,Cash,Unlisted,"90,000"
3354.,1941720222,NOW INC.,US,GR ENERGY SERVICES HOLDINGS LP'S FLEX FLOW BUSINESS ASSETS,US,Acquisition 100%,Completed,"90,000.00",01.04.2021,100.00000,0.00000,100.00000,333914,423830,DNOW,,27.02.2021,Earn-out,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"90,000"
3355.,1941551917,SONESTA INTERNATIONAL HOTELS CORPORATION,US,RED LION HOTELS CORPORATION,US,Acquisition 100%,Completed,"90,000.00",17.03.2021,100.00000,0.00000,100.00000,721110,721110,SNSTA,RLH,30.12.2020,Cash,Delisted,"90,000"
3356.,2008517227,SERVBANC HOLDCO INC.,US,IF BANCORP INC.,US,Acquisition 100%,Completed,"89,800.00",12.03.2026,100.00000,0.00000,100.00000,522110,522110,,IROQ,30.10.2025,Cash,Listed,"89,800"
3357.,1943155011,FE HOLDINGS USA INC.,US,SIO INTERNATIONAL WISCONSIN INC.,US,Acquisition increased from 100% to 100%,Completed,"89,500.00",16.12.2019,Unknown %,100.00000,100.00000,541611,551112,,,16.12.2019,Cash,Unlisted,"89,500"
3358.,2007684645,FREEDOM HOLDINGS INC.,US,"AWARENESS GROUP LLC, THE",US,Acquisition 100%,Completed,"89,366.00",18.09.2024,100.00000,0.00000,100.00000,522220,541511,FDMF,,09.09.2024,Shares,Unlisted,"89,366"
3359.,2007003207,FG MERGER CORPORATION,US,ICORECONNECT INC.,US,Acquisition 100%,Completed,"89,300.00",25.08.2023,100.00000,0.00000,100.00000,518210,525990,ICCT,ICCT,06.01.2023,Shares,Delisted,"89,300"
3360.,1941211222,CHOICEONE FINANCIAL SERVICES INC.,US,COUNTY BANK CORPORATION,US,Acquisition 100%,Completed,"89,000.00",01.10.2019,100.00000,0.00000,100.00000,522110,522110,COFS,CBNC,25.03.2019,Shares,Delisted,"89,000"
3361.,2008061314,PARSONS CORPORATION,US,CHESAPEAKE TECHNOLOGY INTERNATIONAL CORPORATION,US,Acquisition 100%,Completed,"89,000.00",01.07.2025,100.00000,0.00000,100.00000,511210,541512,PSN,,01.07.2025,,Unlisted,n.a.
3362.,2008241173,HEARST MEDIA WEST LLC,US,DALLASNEWS CORPORATION,US,Acquisition 100% Bid 3-Increase bid,Completed,"88,316.00",24.09.2025,100.00000,0.00000,100.00000,511110,551114,,DALN,15.09.2025,Cash,Delisted,"88,316"
3363.,2008343117,KARMAN HOLDINGS INC.,US,FIVE AXIS INDUSTRIES INC.,US,Acquisition 100%,Completed,"88,000.00",28.10.2025,100.00000,0.00000,100.00000,336415,336419,KRMN,,28.10.2025,Cash,Unlisted,"83,000"
,,,,,,,,,,,,,,,,,,Shares,,"5,000"
3364.,2008287984,BOSTON SCIENTIFIC CORPORATION,US,ELUTIA INC.'S BIOENVELOPE BUSINESS,US,Acquisition 100%,Completed,"88,000.00",01.10.2025,100.00000,0.00000,100.00000,325414,339112,BSX,,09.09.2025,Cash,Unlisted,"88,000"
3365.,2007964046,ORMAT TECHNOLOGIES INC.,US,CYRQ ENERGY LLC'S BLUE MOUNTAIN GEOTHERMAL POWER FACILITY,US,Acquisition 100%,Completed,"88,000.00",18.06.2025,100.00000,0.00000,100.00000,221116,221118,ORA,,07.05.2025,,Unlisted,n.a.
3366.,2007042803,MEDICAL MUTUAL OF OHIO,US,RESERVE NATIONAL INSURANCE COMPANY,US,Acquisition 100%,Completed,"88,000.00",01.12.2022,100.00000,0.00000,100.00000,524114,524114,,,01.08.2022,Cash,Unlisted,"88,000"
3367.,1941326402,IG DESIGN GROUP AMERICAS INC.,US,CSS INDUSTRIES INC.,US,Acquisition 100%,Completed,"88,000.00",04.03.2020,100.00000,0.00000,100.00000,322220,453220,,CSS,20.01.2020,Cash,Delisted,"88,000"
3368.,1941313362,"FIRST BANCSHARES INC., THE (MISSISSIPPI)",US,SOUTHWEST GEORGIA FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"88,000.00",03.04.2020,100.00000,0.00000,100.00000,522110,522110,FBMS,SGB,18.12.2019,Shares,Delisted,"88,000"
3369.,1941481635,AVERY DENNISON CORPORATION,US,ACPO LTD'S BUSINESS,US,Acquisition 100%,Completed,"87,600.00",04.01.2021,100.00000,0.00000,100.00000,326112,325211,AVY,,04.01.2021,,Unlisted,n.a.
3370.,2007103594,AWH PARTNERS LLC,US,"VILLA FLORENCE HOTEL, THE",US,Acquisition 100%,Completed,"87,500.00",13.09.2021,100.00000,0.00000,100.00000,721110,531312,,,13.09.2021,,Unlisted,n.a.
,,"ROXBOROUGH GROUP LLC, THE",US,,,,,,,,,,,531120,,,,,,
3371.,2007269605,RESIDEO TECHNOLOGIES INC.,US,SOUTHWIRE COMPANY LLC'S GENESIS CABLE BUSINESS,US,Acquisition 100% unknown stake %,Completed,"87,500.00",16.10.2023,100.00000,0.00000,100.00000,335929,334512,REZI,,19.09.2023,,Unlisted,n.a.
3372.,1941598114,NORTHWEST PIPE COMPANY,US,PARK ENVIRONMENTAL EQUIPMENT LLC,US,Acquisition 100%,Completed,"87,400.00",05.10.2021,100.00000,0.00000,100.00000,327332,331210,NWPX,,05.10.2021,Cash,Unlisted,"87,400"
,,,,,,,,,,,,,,,,,,Cash assumed,,n.a.
3373.,2007486127,RE CLOSING BUYER CORPORATION,US,DOMA HOLDINGS INC.,US,Acquisition 100%,Completed,"87,354.00",27.09.2024,100.00000,0.00000,100.00000,518210,551114,,CAP.U,28.03.2024,Cash,Delisted,"87,354"
3374.,2007471463,MARATHON DIGITAL HOLDINGS INC.,US,"APPLIED DIGITAL CORPORATION’S BITCOIN MINING DATA CENTRE IN GARDEN CITY, TEXAS",US,Acquisition 100%,Completed,"87,300.00",02.04.2025,100.00000,0.00000,100.00000,518210,518210,MARA,,15.03.2024,Cash,Unlisted,"87,300"
3375.,1941630301,UNISYS CORPORATION,US,COMPUGAIN LLC,US,Acquisition 100%,Completed,"87,300.00",14.12.2021,100.00000,0.00000,100.00000,511210,511210,UIS,,14.12.2021,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"87,300"
3376.,2007112601,TORNADO ENTERPRISES LLC,US,WIIP PRODUCTIONS LLC,US,Acquisition increased from 100% to 100%,Completed,"87,270.36",07.03.2023,Unknown %,100.00000,100.00000,512110,512110,,,07.03.2023,Cash,Unlisted,"87,270"
3377.,2007568224,SAGE HOSPITALITY RESOURCES LLC AND JP MORGAN'S JOINT VENTURE,US,ONE OCEAN RESORT & SPA,US,Acquisition 100%,Completed,"87,000.00",27.06.2024,100.00000,0.00000,100.00000,721110,721110,,,03.06.2024,,Unlisted,n.a.
3378.,2007420582,CUC AMERICA INC.,US,ALBARON PODIATRY HOLDINGS LLC,US,Acquisition 79.35%,Completed,"87,000.00",05.01.2024,79.35000,0.00000,79.35000,621391,541611,,,22.12.2023,Cash,Unlisted,"69,100"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3379.,2007394291,MR REGINALD CASH,US,3BLACKDOT HOLDINGS INC.,US,Acquisition 100%,Completed,"87,000.00",25.07.2022,100.00000,0.00000,100.00000,512110,525920,,,25.07.2022,Deferred payment,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Bonds,,n.a.
3380.,1941449316,ARCOSA INC.,US,STRATA MATERIALS LLC,US,Acquisition 100%,Completed,"87,000.00",12.10.2020,100.00000,0.00000,100.00000,327320,237990,ACA,,12.10.2020,Cash,Unlisted,"87,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3381.,1941172231,CUBIC CORPORATION,US,GRIDSMART TECHNOLOGIES INC.,US,Acquisition 100%,Completed,"87,000.00",02.01.2019,100.00000,0.00000,100.00000,561621,334511,CUB,,02.01.2019,Cash,Unlisted,"87,000"
3382.,2007687201,CAMDEN NATIONAL CORPORATION,US,NORTHWAY FINANCIAL INC.,US,Acquisition 100%,Completed,"86,600.00",02.01.2025,100.00000,0.00000,100.00000,522110,522110,CAC,NWYF,10.09.2024,Cash,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"86,600"
3383.,1941607895,PORCH GROUP INC.,US,FLOIFY LLC,US,Acquisition 100%,Completed,"86,500.00",27.10.2021,100.00000,0.00000,100.00000,518210,518210,PRCH,,27.10.2021,Shares,Unlisted,"10,000"
,,,,,,,,,,,,,,,,,,Cash,,"76,500"
3384.,2008523167,ECHN HOLDINGS INC.,US,MANCHESTER MEMORIAL HOSPITAL INC.,US,Acquisition 100%,Completed,"86,100.00",02.01.2026,100.00000,0.00000,100.00000,622110,622110,,,19.10.2025,,Unlisted,n.a.
,,,,ROCKVILLE GENERAL HOSPITAL INC.,US,,,,,100.00000,0.00000,100.00000,622110,,,,,,Unlisted,
3385.,2008125003,COLONY BANKCORP INC.,US,TC BANCSHARES INC.,US,Acquisition 100%,Completed,"86,100.00",01.12.2025,100.00000,0.00000,100.00000,522110,522110,CBAN,TCBC,23.07.2025,Cash,Delisted,"70,672"
,,,,,,,,,,,,,,,,,,Shares,,"15,428"
3386.,2008012183,FOCUS HEALTHCARE PARTNERS LLC,US,"HARBORSIDE CORPORATION, THE",US,Acquisition 100%,Completed,"86,000.00",03.06.2025,100.00000,0.00000,100.00000,623110,531390,,,03.06.2025,,Unlisted,n.a.
3387.,2007911810,UNITIL CORPORATION,US,MAINE NATURAL GAS CORPORATION,US,Acquisition 100%,Completed,"86,000.00",31.10.2025,100.00000,0.00000,100.00000,221210,221210,UTL,,01.04.2025,Cash,Unlisted,"86,000"
3388.,1941563492,ASGN INC.,US,AVAAP INC.'S INFOR BUSINESS,US,Acquisition 100%,Completed,"86,000.00",30.06.2021,100.00000,0.00000,100.00000,541511,561311,EFOR,,30.06.2021,Cash,Unlisted,"86,000"
3389.,2007518812,BUSINESS FIRST BANCSHARES INC.,US,OAKWOOD BANCSHARES INC.,US,Acquisition 100%,Completed,"85,700.00",01.10.2024,100.00000,0.00000,100.00000,522110,522110,BFST,,25.04.2024,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
3390.,1941627108,ALERUS FINANCIAL CORPORATION,US,MPB BHC INC.,US,Acquisition 100%,Completed,"85,300.00",01.07.2022,100.00000,0.00000,100.00000,522110,522110,ALRS,,08.12.2021,Cash,Unlisted,"4,300"
,,,,,,,,,,,,,,,,,,Shares,,"81,000"
3391.,2007847905,LEGALZOOM.COM INC.,US,FORMATION NATION INC.,US,Acquisition 100%,Completed,"85,106.00",10.02.2025,100.00000,0.00000,100.00000,541618,518210,LZ,,10.02.2025,Cash,Unlisted,"64,750"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"20,356"
,,,,,,,,,,,,,,,,,,Deferred payment,,n.a.
3392.,1941331993,CAPSTAR FINANCIAL HOLDINGS INC.,US,FCB CORPORATION,US,Acquisition 100%,Completed,"85,100.00",01.07.2020,100.00000,0.00000,100.00000,522110,522110,CSTR,,23.01.2020,Cash,Unlisted,"26,400"
,,,,"BANK OF WAYNESBORO, THE",US,,,,,100.00000,0.00000,100.00000,522110,,,,,Shares,Unlisted,"58,700"
3393.,1941236782,GLACIER BANCORP INC.,US,FNB BANCORP,US,Acquisition 100%,Completed,"85,028.00",01.05.2019,100.00000,0.00000,100.00000,522110,522110,GBCI,,16.01.2019,Shares,Unlisted,"85,028"
3394.,2008395241,BIOGEN INC.,US,ALCYONE THERAPEUTICS INC.,US,Acquisition 100%,Completed,"85,000.00",14.11.2025,100.00000,0.00000,100.00000,541713,325412,BIIB,,18.09.2025,Cash,Unlisted,"85,000"
,,,,,,,,,,,,,,,,,,Earn-out,,n.a.
3395.,2008217432,YTC ENTERPRISES LLC,US,TACO CABANA INC.,US,Acquisition 100%,Completed,"85,000.00",17.08.2021,100.00000,0.00000,100.00000,722513,551112,,,17.08.2021,Cash,Unlisted,"77,800"
3396.,2007717524,TALEN ENERGY CORPORATION,US,NAUTILUS CRYPTOMINE LLC,US,Acquisition increased from 75% to 100%,Completed,"85,000.00",03.10.2024,25.00000,75.00000,100.00000,518210,221118,TLN,,03.10.2024,Cash,Unlisted,"85,000"
3397.,2007470485,VITAS HEALTHCARE CORPORATION,US,COVENANT HEALTH AND COMMUNITY SERVICES INC.'S ALL HOSPICE OPERATIONS,US,Acquisition 100%,Completed,"85,000.00",17.04.2024,100.00000,0.00000,100.00000,622110,623110,,,13.03.2024,,Unlisted,n.a.
,,,,COVENANT HEALTH AND COMMUNITY SERVICES INC.'S ASSISTED LIVING FACILITY,US,,,,,100.00000,0.00000,100.00000,622110,,,,,,Unlisted,
3398.,2007418227,AUTONATION INC.,US,CIG FINANCIAL LLC,US,Acquisition 100%,Completed,"85,000.00",01.10.2022,100.00000,0.00000,100.00000,522220,441110,AN,,21.07.2022,,Unlisted,n.a.
3399.,2007312232,ENERGY AMERICA LLC,US,GANYMEDE UTILITIES LLC,US,Acquisition 100%,Completed,"85,000.00",22.10.2023,100.00000,0.00000,100.00000,221114,221114,,,22.10.2023,,Unlisted,n.a.
3400.,2007167972,VISTAPRINT USA INC.,US,DEPOSITPHOTOS INC.,US,Acquisition 100%,Completed,"85,000.00",28.10.2021,100.00000,0.00000,100.00000,518210,323111,,,28.10.2021,,Unlisted,n.a.
,,,,CRELLO LTD,CY,,,,,100.00000,0.00000,100.00000,518210,,,,,,Unlisted,
3401.,2007070663,INGERSOLL RAND INC.,US,TUTHILL CORPORATION'S PUMP GROUP DIVISION ASSETS,US,Acquisition 100%,Completed,"85,000.00",01.12.2021,100.00000,0.00000,100.00000,333914,333912,IR,,02.11.2021,Cash,Unlisted,"85,000"
3402.,1941619924,BEST BUY COMPANY INC.,US,TWO PEAKS LLC,US,Acquisition 100%,Completed,"85,000.00",23.11.2021,100.00000,0.00000,100.00000,337125,443142,BBY,,23.11.2021,,Unlisted,n.a.
3403.,1941569035,LIMELIGHT NETWORKS INC.,US,MOOV CORPORATION,US,Acquisition 100%,Completed,"85,000.00",16.09.2021,100.00000,0.00000,100.00000,518210,518210,EGIO,,28.07.2021,Shares,Unlisted,"52,500"
,,,,,,,,,,,,,,,,,,Cash,,"32,500"
,,,,,,,,,,,,,,,,,,Earn-out,,"30,000"
3404.,1941376048,CHARDAN HEALTHCARE ACQUISITION 2 CORPORATION,US,RENOVACOR INC. (OLD),US,Acquisition 100%,Completed,"85,000.00",02.09.2021,100.00000,0.00000,100.00000,541713,525990,CHAQU,,23.03.2021,Shares,Unlisted,"85,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"20,000"
3405.,1941331922,ASGN INC.,US,BLACKSTONE FEDERAL,US,Acquisition 100%,Completed,"85,000.00",27.01.2020,100.00000,0.00000,100.00000,511210,561311,EFOR,,27.01.2020,Cash,Unlisted,"85,000"
3406.,2008342877,PMG HOLDINGS INC.,US,RESIDENTIAL MANAGEMENT GROUP LLC,US,Acquisition 100%,Completed,"85,000.00",24.10.2025,100.00000,0.00000,100.00000,531311,531311,,,24.10.2025,,Unlisted,n.a.
